service group,department,organisation,staff group,metric,month
Operational Management,Call Handlers DEPT,Call Handlers 00070,Administrative and Clerical,Leavers,1
Operational Management,Ambulance Service DEPT,Patient Transport 76332,Administrative and Clerical,Hires,1
Operational Management,Admin - Cancer Services,Cancer Front Door 00027,Nursing and Midwifery Registered,Hires,1
Operational Management,Admin - Cancer Services,Cancer Front Door 00027,Administrative and Clerical,Hires,1
Corporate Support Services,Community Diagnostic Centres DEPT,Ophthalmology Diagnostic Hub 00159,Additional Clinical Services,Leavers,1
Corporate Support Services,Community Diagnostic Centres DEPT,West Somerset CDC 00160,Add Prof Scientific and Technic,Leavers,1
Corporate Support Services,Deputy CPO,HR Management 75417,Administrative and Clerical,Hires,1
Neighbourhood Services,West Mendip Community Hospital,West Mendip Cathedral Ward 20501,Additional Clinical Services,Leavers,1
Neighbourhood Services,Serv Grp Mngmnt Neighbourhoods,Secondments within PCN 69003,Nursing and Midwifery Registered,Leavers,1
Neighbourhood Services,Serv Grp Mngmnt Neighbourhoods,Secondments within PCN 69003,Administrative and Clerical,Hires,1
Corporate Support Services,Digital,Data Engineering 05008,Administrative and Clerical,Leavers,1
Neighbourhood Services,Serv Grp Mngmnt Neighbourhoods,Priory House 04540,Administrative and Clerical,Hires,1
Neighbourhood Services,Serv Grp Mngmnt Neighbourhoods,Neighbourhood Development Managers 69000,Nursing and Midwifery Registered,Hires,1
Neighbourhood Services,Serv Grp Mngmnt Neighbourhoods,Neighbourhood Development Managers 69000,Allied Health Professionals,Leavers,1
Corporate Support Services,Digital,Digital Delivery 05015,Additional Clinical Services,Leavers,1
Neighbourhood Services,Serv Grp Mngmnt Neighbourhoods,Division Management ES 69000,Allied Health Professionals,Hires,1
Neighbourhood Services,Serv Grp Mngmnt Neighbourhoods,Dementia Team 60151,Nursing and Midwifery Registered,Hires,1
Neighbourhood Services,Serv Grp Mngmnt Neighbourhoods,Dementia Team 60151,Administrative and Clerical,Leavers,1
Neighbourhood Services,Serv Grp Mngmnt Neighbourhoods,Dementia Team 60151,Administrative and Clerical,Hires,1
Corporate Support Services,Digital,Digital Maternity Project 05019,Nursing and Midwifery Registered,Hires,1
Neighbourhood Services,Serv Grp Mngmnt Neighbourhoods,Dementia Team 60151,Additional Clinical Services,Leavers,1
Neighbourhood Services,Serv Grp Mngmnt Neighbourhoods,Dementia Team 60151,Additional Clinical Services,Hires,1
Corporate Support Services,Digital,Digital Programme 05003,Add Prof Scientific and Technic,Leavers,1
Neighbourhood Services,Serv Grp Mngmnt Neighbourhoods,Dementia Team - YDH 75486,Nursing and Midwifery Registered,Leavers,1
Neighbourhood Services,Serv Grp Mngmnt Neighbourhoods,Dementia Team - YDH 75486,Nursing and Midwifery Registered,Hires,1
Neighbourhood Services,Shepton Mallet Comm Hospital,Shepton Mallet Wards 21643,Nursing and Midwifery Registered,Hires,1
Neighbourhood Services,Shepton Mallet Comm Hospital,Shepton Mallet Wards 21643,Nursing and Midwifery Registered,Leavers,1
Corporate Support Services,Digital,Clinical 05006,Nursing and Midwifery Registered,Leavers,1
Corporate Support Services,Deputy Director of Nursing,AHP Professional Lead Posts 00218,Administrative and Clerical,Leavers,1
Neighbourhood Services,West Mendip Community Hospital,West Mendip Administration 21680,Nursing and Midwifery Registered,Hires,1
Neighbourhood Services,West Mendip Community Hospital,West Mendip Abbey Ward 20501,Nursing and Midwifery Registered,Leavers,1
Corporate Support Services,Deputy CPO,Human Resources Team 02041,Administrative and Clerical,Leavers,1
Neighbourhood Services,West Mendip Community Hospital,Med Comm Hosp Inp W Mendip 21684,Medical and Dental,Hires,1
Corporate Support Services,Deputy CPO,Information & Insight 02043,Administrative and Clerical,Hires,1
Corporate Support Services,Deputy CPO,Library 75514,Administrative and Clerical,Hires,1
Corporate Support Services,Deputy CPO,Library 75514,Administrative and Clerical,Leavers,1
Corporate Support Services,Deputy Director of Nursing,Dir Of Nurs Mgt Team 00202,Add Prof Scientific and Technic,Leavers,1
Neighbourhood Services,South Petherton Comm Hospital,Med Comm Hosp Inp South Petherton 20624,Medical and Dental,Leavers,1
Corporate Support Services,Deputy Director of Nursing,Dir Of Nurs Mgt Team 00202,Nursing and Midwifery Registered,Hires,1
Corporate Support Services,Deputy Director of Nursing,Director Of Nursing Cip 00208,Administrative and Clerical,Hires,1
Neighbourhood Services,South Petherton Comm Hospital,South Petherton Outpatients Department 21408,Nursing and Midwifery Registered,Hires,1
Neighbourhood Services,South Petherton Comm Hospital,South Petherton Administration 20620,Nursing and Midwifery Registered,Leavers,1
Corporate Support Services,Deputy Director of Nursing,Tobacco Reduction Programme 00205,Nursing and Midwifery Registered,Leavers,1
Corporate Support Services,Digital,Clinical 05006,Administrative and Clerical,Leavers,1
Neighbourhood Services,South Petherton Comm Hospital,Med Comm Hosp Inp South Petherton 20624,Nursing and Midwifery Registered,Leavers,1
Operational Management,Discharge Team,Discharge Team - YDH 76329,Additional Clinical Services,Hires,1
Clinical Support and Cancer Services,Therapies DEPT,Enteral Feeding 20261,Administrative and Clerical,Hires,1
Corporate Support Services,Medical Education Director of People,Medical Undergraduates 75515,Medical and Dental,Leavers,1
Clinical Support and Cancer Services,Oncology,Beacon Physicists 34300,Administrative and Clerical,Hires,1
Clinical Support and Cancer Services,Oncology,Clinical Oncology 34000,Add Prof Scientific and Technic,Hires,1
Clinical Support and Cancer Services,Oncology,Clinical Oncology 34000,Allied Health Professionals,Hires,1
Clinical Support and Cancer Services,Oncology,Clinical Oncology 34000,Allied Health Professionals,Leavers,1
Surgical Services,Acute Surgery,Montacute North 00004,Administrative and Clerical,Leavers,1
Clinical Support and Cancer Services,Oncology,Clinical Oncology 34000,Estates and Ancillary,Leavers,1
Clinical Support and Cancer Services,Oncology,Radiotherapy ODN 34210,Administrative and Clerical,Hires,1
Somerset Partnership NHS Foundation Trust,Head of Division West Somerset Community Services,Minehead Medical,Medical and Dental,Hires,1
Clinical Support and Cancer Services,Oncology,Radiotherapy ODN 34210,Administrative and Clerical,Leavers,1
Clinical Support and Cancer Services,Other HOPE and Palliative Care,Bereavement / M. E. Os 35630,Administrative and Clerical,Hires,1
Clinical Support and Cancer Services,Other HOPE and Palliative Care,Chaplain Service 35600,Add Prof Scientific and Technic,Leavers,1
Clinical Support and Cancer Services,Other HOPE and Palliative Care,Chaplain Service 35600,Administrative and Clerical,Leavers,1
Clinical Support and Cancer Services,Other HOPE and Palliative Care,Chaplains Team 35650,Add Prof Scientific and Technic,Hires,1
Clinical Support and Cancer Services,Other HOPE and Palliative Care,Chaplains Team 35650,Add Prof Scientific and Technic,Leavers,1
Clinical Support and Cancer Services,Other HOPE and Palliative Care,End Of Life - HOPE 35100,Administrative and Clerical,Hires,1
Clinical Support and Cancer Services,Other HOPE and Palliative Care,End Of Life - HOPE 35100,Administrative and Clerical,Leavers,1
Clinical Support and Cancer Services,Other HOPE and Palliative Care,End Of Life - HOPE 35100,Nursing and Midwifery Registered,Hires,1
Clinical Support and Cancer Services,Other HOPE and Palliative Care,End Of Life - HOPE 35100,Nursing and Midwifery Registered,Leavers,1
Clinical Support and Cancer Services,Oncology,Chemotherapy Nurse 76224,Allied Health Professionals,Leavers,1
Surgical Services,Anaesthetics,Anaesthetic Pain Team 75810,Nursing and Midwifery Registered,Leavers,1
Operational Management,Discharge Team,Discharge Team - YDH 76329,Nursing and Midwifery Registered,Hires,1
Surgical Services,Anaesthetics,Anaesthetics Med Staff MPH 17002,Administrative and Clerical,Leavers,1
Surgical Services,Breast,Breast Care Nursing 16010,Nursing and Midwifery Registered,Leavers,1
Surgical Services,Breast,Breast Care Nursing 16010,Nursing and Midwifery Registered,Hires,1
Surgical Services,Breast,Breast Care Nursing 16010,Additional Clinical Services,Leavers,1
Clinical Support and Cancer Services,Medical Imaging,Radiology Nurses 76365,Nursing and Midwifery Registered,Hires,1
Clinical Support and Cancer Services,Medical Imaging,Radiology Nurses 76365,Nursing and Midwifery Registered,Leavers,1
Surgical Services,Breast,Breast Care Centre 16001,Additional Clinical Services,Hires,1
Clinical Support and Cancer Services,Medical Imaging,Radiology Radiographers 76366,Healthcare Scientists,Hires,1
Surgical Services,Breast,Breast Care 75792,Nursing and Midwifery Registered,Leavers,1
Surgical Services,Breast,Breast Care 75792,Nursing and Midwifery Registered,Hires,1
Clinical Support and Cancer Services,Medical Imaging,Taunton Diagnostic Centre 32050,Additional Clinical Services,Hires,1
Clinical Support and Cancer Services,Medical Imaging,Taunton Diagnostic Centre 32050,Administrative and Clerical,Hires,1
Surgical Services,Bariatrics,Bariatric Surgery Med Stf 10004,Nursing and Midwifery Registered,Leavers,1
Surgical Services,Bariatrics,Bariatric Surgery Med Stf 10004,Nursing and Midwifery Registered,Hires,1
Clinical Support and Cancer Services,Medical Imaging,Taunton Diagnostic Centre 32050,Allied Health Professionals,Hires,1
Surgical Services,Bariatrics,Bariatric Surgery Med Stf 10004,Add Prof Scientific and Technic,Hires,1
Clinical Support and Cancer Services,Oncology,Beacon Inpatient Ward 34100,Additional Clinical Services,Hires,1
Clinical Support and Cancer Services,Oncology,Beacon Inpatient Ward 34100,Additional Clinical Services,Leavers,1
Clinical Support and Cancer Services,Pathology,Histology Medical Staff 76312,Medical and Dental,Hires,1
SSL Corporate,SSL Facilities Soft FM Level 5,SSL General Security 75386,Administrative and Clerical,Leavers,1
Clinical Support and Cancer Services,Pathology,Mortuary 31200,Administrative and Clerical,Leavers,1
Clinical Support and Cancer Services,Pathology,Mortuary YDH 76331,Additional Clinical Services,Leavers,1
Clinical Support and Cancer Services,Therapies DEPT,Dietetics 38500,Additional Clinical Services,Leavers,1
SSL Corporate,SSL Central Management Level 5,SSL Covid-19 75310,Estates and Ancillary,Hires,1
SSL Corporate,SSL Central Management Level 5,Covid-19 S75310,Administrative and Clerical,Leavers,1
SSL Corporate,Capital Programme,SSL Capital S97801,Administrative and Clerical,Leavers,1
SSL Corporate,Capital Programme,SSL Capital S97801,Administrative and Clerical,Hires,1
Clinical Support and Cancer Services,Therapies DEPT,Dietetics 38500,Nursing and Midwifery Registered,Leavers,1
Clinical Support and Cancer Services,Therapies DEPT,Dieticians 75837,Additional Clinical Services,Leavers,1
Operational Management,Learning Disabilities Liaison DEPT,Learning Disabilities Liaison 75488,Nursing and Midwifery Registered,Hires,1
Operational Management,Learning Disabilities Liaison DEPT,Learning Disabilities Liaison 75488,Add Prof Scientific and Technic,Leavers,1
Clinical Support and Cancer Services,Therapies DEPT,Enhanced Primary Care 76002,Allied Health Professionals,Hires,1
Operational Management,Learning Disabilities Liaison DEPT,LD Liaison 52350,Nursing and Midwifery Registered,Leavers,1
Operational Management,Learning Disabilities Liaison DEPT,LD Liaison 52350,Medical and Dental,Hires,1
Clinical Support and Cancer Services,Therapies DEPT,Enhanced Primary Care 76002,Allied Health Professionals,Leavers,1
Operational Management,Discharge Team,Discharge Team 00010,Nursing and Midwifery Registered,Leavers,1
Operational Management,Discharge Team,Discharge Team 00010,Nursing and Midwifery Registered,Hires,1
Clinical Support and Cancer Services,Therapies DEPT,Enteral Feeding 20261,Additional Clinical Services,Hires,1
Clinical Support and Cancer Services,Therapies DEPT,Enteral Feeding 20261,Additional Clinical Services,Leavers,1
SSL Corporate,SSL Corporate Level 5,SSL Central Costs S75330,Healthcare Scientists,Leavers,1
SSL Corporate,SSL Facilities EME Level 5,SSL EME S75360,Additional Clinical Services,Hires,1
SSL Corporate,SSL Facilities EME Level 5,SSL EME S75360,Administrative and Clerical,Sickness,1
SSL Corporate,SSL Facilities Hard FM Level 5,SSL SomPar Mental Health Prop S75373,Estates and Ancillary,Leavers,1
Clinical Support and Cancer Services,Pathology,Pathology - MPH 31000,Add Prof Scientific and Technic,Hires,1
Clinical Support and Cancer Services,Pathology,Pathology - MPH 31000,Add Prof Scientific and Technic,Sickness,1
Clinical Support and Cancer Services,Pathology,Pathology - MPH 31000,Administrative and Clerical,Leavers,1
SSL Corporate,SSL Facilities Management Level 5,SSL Facilities S75348,Administrative and Clerical,Leavers,1
SSL Corporate,SSL Facilities Management Level 5,SSL EFM Administrators S75383,Administrative and Clerical,Hires,1
SSL Corporate,SSL Facilities Management Level 5,Health & Safety S75349,Estates and Ancillary,Hires,1
SSL Corporate,SSL Facilities Management Level 5,Health & Safety S75349,Administrative and Clerical,Leavers,1
Clinical Support and Cancer Services,Pharmacy DEPT,Pharmacy Som Part 76349,Add Prof Scientific and Technic,Hires,1
SSL Corporate,SSL Facilities Hard FM Level 5,SSL Com Health Part Maint S75363,Estates and Ancillary,Leavers,1
SSL Corporate,SSL Facilities Hard FM Level 5,SSL SSD Maintenance 75374,Estates and Ancillary,Leavers,1
SSL Corporate,SSL Facilities Hard FM Level 5,SSL SHS Maintenance S75372,Estates and Ancillary,Hires,1
Clinical Support and Cancer Services,Pharmacy DEPT,Pharmacy Staff 37000,Nursing and Midwifery Registered,Hires,1
SSL Corporate,SSL Facilities Hard FM Level 5,SSL Minor New Works S75370,Estates and Ancillary,Leavers,1
SSL Corporate,SSL Facilities Hard FM Level 5,SSL Minor New Works S75370,Estates and Ancillary,Hires,1
Clinical Support and Cancer Services,Pharmacy DEPT,Pharmacy Team 37500,Add Prof Scientific and Technic,Hires,1
Clinical Support and Cancer Services,Pharmacy DEPT,Pharmacy Team 37500,Additional Clinical Services,Leavers,1
